Angelika Kratzer video Has messaged ? me	[IN:GET_MESSAGE [SL:CONTACT Angelika Kratzer SL:CONTACT] [SL:TYPE_CONTENT video SL:TYPE_CONTENT] [SL:RECIPIENT me SL:RECIPIENT] IN:GET_MESSAGE]
forecast Maricopa County weather for this week	[IN:GET_WEATHER [SL:LOCATION Maricopa County SL:LOCATION] [SL:DATE_TIME for this week SL:DATE_TIME] IN:GET_WEATHER]
next alarm my will When start	[IN:GET_ALARM [SL:ORDINAL next SL:ORDINAL] IN:GET_ALARM]
text Matthew and Helen that are you free	[IN:SEND_MESSAGE [SL:RECIPIENT Matthew SL:RECIPIENT] [SL:RECIPIENT Helen SL:RECIPIENT] [SL:CONTENT_EXACT are you free SL:CONTENT_EXACT] IN:SEND_MESSAGE]
what ingredients is do have left	[IN:GET_INFO_RECIPES [SL:RECIPES_ATTRIBUTE ingredients SL:RECIPES_ATTRIBUTE] IN:GET_INFO_RECIPES]
I am no longer available	[IN:SET_UNAVAILABLE IN:SET_UNAVAILABLE]
Cancel reminder my about dentist my appointment	[IN:DELETE_REMINDER [SL:PERSON_REMINDED my SL:PERSON_REMINDED] [SL:TODO dentist my appointment SL:TODO] IN:DELETE_REMINDER]
I would like . a news update	[IN:GET_STORIES_NEWS [SL:NEWS_TYPE news SL:NEWS_TYPE] IN:GET_STORIES_NEWS]
Health newreport please Read	[IN:GET_STORIES_NEWS [SL:NEWS_CATEGORY Health SL:NEWS_CATEGORY] [SL:NEWS_TYPE newreport SL:NEWS_TYPE] IN:GET_STORIES_NEWS]
Set alarm	[IN:CREATE_ALARM IN:CREATE_ALARM]
tomorrow morning make an alarm off go	[IN:CREATE_ALARM [SL:DATE_TIME tomorrow morning SL:DATE_TIME] IN:CREATE_ALARM]
I do on Friday have ? What reminders	[IN:GET_REMINDER [SL:PERSON_REMINDED I SL:PERSON_REMINDED] [SL:DATE_TIME on Friday SL:DATE_TIME] IN:GET_REMINDER]
by 8th September at 7 pm Remind . me to finish the report	[IN:CREATE_REMINDER [SL:DATE_TIME by 8th September at 7 pm SL:DATE_TIME] [SL:PERSON_REMINDED me SL:PERSON_REMINDED] [SL:TODO finish the report SL:TODO] IN:CREATE_REMINDER]
I need a recipe for easy banana bread	[IN:GET_RECIPES [SL:RECIPES_ATTRIBUTE easy SL:RECIPES_ATTRIBUTE] [SL:RECIPES_DISH banana bread SL:RECIPES_DISH] IN:GET_RECIPES]
Who does Trump consider to be allies	[IN:QUESTION_NEWS [SL:NEWS_TOPIC Trump consider to be allies SL:NEWS_TOPIC] IN:QUESTION_NEWS]
show me video messages from Atlas	[IN:GET_MESSAGE [SL:TYPE_CONTENT video SL:TYPE_CONTENT] [SL:SENDER Atlas SL:SENDER] IN:GET_MESSAGE]
Tell me some events tonight in Seattle happening	[IN:GET_EVENT [SL:DATE_TIME tonight SL:DATE_TIME] [SL:LOCATION Seattle SL:LOCATION] IN:GET_EVENT]
Find music by Adele	[IN:PLAY_MUSIC [SL:MUSIC_TYPE music SL:MUSIC_TYPE] [SL:MUSIC_ARTIST_NAME Adele SL:MUSIC_ARTIST_NAME] IN:PLAY_MUSIC]
I to AC / DC to listen please want	[IN:PLAY_MUSIC [SL:MUSIC_ARTIST_NAME AC / DC SL:MUSIC_ARTIST_NAME] IN:PLAY_MUSIC]
