Kratzer Angelika video Has messaged ? me	[IN:GET_MESSAGE [SL:CONTACT @ptr0 @ptr1 SL:CONTACT] [SL:TYPE_CONTENT @ptr2 SL:TYPE_CONTENT] [SL:RECIPIENT @ptr6 SL:RECIPIENT] IN:GET_MESSAGE]
Maricopa County weather for this week forecast	[IN:GET_WEATHER [SL:LOCATION @ptr0 @ptr1 SL:LOCATION] [SL:DATE_TIME @ptr3 @ptr4 @ptr5 SL:DATE_TIME] IN:GET_WEATHER]
alarm next my will When start	[IN:GET_ALARM [SL:ORDINAL @ptr1 SL:ORDINAL] IN:GET_ALARM]
text Matthew and Helen that are you free	[IN:SEND_MESSAGE [SL:RECIPIENT @ptr1 SL:RECIPIENT] [SL:RECIPIENT @ptr3 SL:RECIPIENT] [SL:CONTENT_EXACT @ptr5 @ptr6 @ptr7 SL:CONTENT_EXACT] IN:SEND_MESSAGE]
what ingredients is do have left	[IN:GET_INFO_RECIPES [SL:RECIPES_ATTRIBUTE @ptr1 SL:RECIPES_ATTRIBUTE] IN:GET_INFO_RECIPES]
I am no longer available	[IN:SET_UNAVAILABLE  IN:SET_UNAVAILABLE]
Cancel reminder my about my dentist appointment	[IN:DELETE_REMINDER [SL:PERSON_REMINDED @ptr2 SL:PERSON_REMINDED] [SL:TODO @ptr4 @ptr5 @ptr6 SL:TODO] IN:DELETE_REMINDER]
I would like . a news update	[IN:GET_STORIES_NEWS [SL:NEWS_TYPE @ptr5 SL:NEWS_TYPE] IN:GET_STORIES_NEWS]
please Read Health newreport	[IN:GET_STORIES_NEWS [SL:NEWS_CATEGORY @ptr2 SL:NEWS_CATEGORY] [SL:NEWS_TYPE @ptr3 SL:NEWS_TYPE] IN:GET_STORIES_NEWS]
Set alarm	[IN:CREATE_ALARM  IN:CREATE_ALARM]
make tomorrow morning an alarm off go	[IN:CREATE_ALARM [SL:DATE_TIME @ptr1 @ptr2 SL:DATE_TIME] IN:CREATE_ALARM]
